frame,Hips_x,Hips_y,Hips_z,LeftUpLeg_x,LeftUpLeg_y,LeftUpLeg_z,RightUpLeg_x,RightUpLeg_y,RightUpLeg_z,Spine_x,Spine_y,Spine_z,LeftLeg_x,LeftLeg_y,LeftLeg_z,RightLeg_x,RightLeg_y,RightLeg_z,Spine1_x,Spine1_y,Spine1_z,LeftFoot_x,LeftFoot_y,LeftFoot_z,RightFoot_x,RightFoot_y,RightFoot_z,Spine2_x,Spine2_y,Spine2_z,LeftToeBase_x,LeftToeBase_y,LeftToeBase_z,RightToeBase_x,RightToeBase_y,RightToeBase_z,LeftShoulder_x,LeftShoulder_y,LeftShoulder_z,Neck_x,Neck_y,Neck_z,RightShoulder_x,RightShoulder_y,RightShoulder_z,LeftArm_x,LeftArm_y,LeftArm_z,Head_x,Head_y,Head_z,RightArm_x,RightArm_y,RightArm_z,LeftForeArm_x,LeftForeArm_y,LeftForeArm_z,RightForeArm_x,RightForeArm_y,RightForeArm_z,LeftHand_x,LeftHand_y,LeftHand_z,RightHand_x,RightHand_y,RightHand_z,LeftHandIndex1_x,LeftHandIndex1_y,LeftHandIndex1_z,LeftHandMiddle1_x,LeftHandMiddle1_y,LeftHandMiddle1_z,LeftHandPinky1_x,LeftHandPinky1_y,LeftHandPinky1_z,LeftHandRing1_x,LeftHandRing1_y,LeftHandRing1_z,LeftHandThumb1_x,LeftHandThumb1_y,LeftHandThumb1_z,RightHandIndex1_x,RightHandIndex1_y,RightHandIndex1_z,RightHandMiddle1_x,RightHandMiddle1_y,RightHandMiddle1_z,RightHandPinky1_x,RightHandPinky1_y,RightHandPinky1_z,RightHandRing1_x,RightHandRing1_y,RightHandRing1_z,RightHandThumb1_x,RightHandThumb1_y,RightHandThumb1_z,LeftHandIndex2_x,LeftHandIndex2_y,LeftHandIndex2_z,LeftHandMiddle2_x,LeftHandMiddle2_y,LeftHandMiddle2_z,LeftHandPinky2_x,LeftHandPinky2_y,LeftHandPinky2_z,LeftHandRing2_x,LeftHandRing2_y,LeftHandRing2_z,LeftHandThumb2_x,LeftHandThumb2_y,LeftHandThumb2_z,RightHandIndex2_x,RightHandIndex2_y,RightHandIndex2_z,RightHandMiddle2_x,RightHandMiddle2_y,RightHandMiddle2_z,RightHandPinky2_x,RightHandPinky2_y,RightHandPinky2_z,RightHandRing2_x,RightHandRing2_y,RightHandRing2_z,RightHandThumb2_x,RightHandThumb2_y,RightHandThumb2_z,LeftHandIndex3_x,LeftHandIndex3_y,LeftHandIndex3_z,LeftHandMiddle3_x,LeftHandMiddle3_y,LeftHandMiddle3_z,LeftHandPinky3_x,LeftHandPinky3_y,LeftHandPinky3_z,LeftHandRing3_x,LeftHandRing3_y,LeftHandRing3_z,LeftHandThumb3_x,LeftHandThumb3_y,LeftHandThumb3_z,RightHandIndex3_x,RightHandIndex3_y,RightHandIndex3_z,RightHandMiddle3_x,RightHandMiddle3_y,RightHandMiddle3_z,RightHandPinky3_x,RightHandPinky3_y,RightHandPinky3_z,RightHandRing3_x,RightHandRing3_y,RightHandRing3_z,RightHandThumb3_x,RightHandThumb3_y,RightHandThumb3_z
156,-0.1542902,0.8909909,0.004671107,-0.2282545,0.813056,0.00209504,-0.06744075,0.8341547,-0.02322088,-0.1674675,0.991958,0.00511155,-0.2593036,0.448973,0.2538123,0.07357442,0.4786609,0.2017715,-0.1753731,1.091353,0.01308353,-0.3661965,0.08730865,0.01707236,0.2098868,0.09589231,0.01961818,-0.1776085,1.181887,0.03518854,-0.3698077,2.121925E-05,0.1241165,0.2077299,0.0005094409,0.1195584,-0.2193921,1.284243,0.08484444,-0.1708692,1.335567,0.1043326,-0.1308008,1.290131,0.06312742,-0.3263939,1.2724,0.07235654,-0.1598805,1.407666,0.169258,-0.04866043,1.295616,-0.007367179,-0.4314937,1.018093,0.1147473,0.08442055,1.086287,-0.1338022,-0.1715244,1.122263,0.1573728,-0.06488121,1.120576,0.1044953,-0.07934483,1.128631,0.1746314,-0.08373167,1.115923,0.1939901,-0.1079628,1.086437,0.209083,-0.09343785,1.102655,0.2037982,-0.1367524,1.128634,0.1393141,-0.079457,1.131477,0.1967032,-0.06304527,1.114815,0.1996284,-0.04735743,1.080887,0.1826838,-0.053644,1.099051,0.1941948,-0.09193146,1.133487,0.1304969,-0.07706197,1.100371,0.1508584,-0.08143911,1.087661,0.1702202,-0.1066057,1.057414,0.1878266,-0.09149434,1.078596,0.183559,-0.09945063,1.109616,0.1390235,-0.1076964,1.109383,0.1875706,-0.09128471,1.092722,0.1904958,-0.07483365,1.05939,0.173798,-0.07943556,1.078872,0.1858538,-0.1165547,1.117224,0.1602282,-0.1037583,1.108689,0.1453466,-0.1090721,1.09627,0.1645149,-0.1262767,1.063542,0.1837653,-0.1191274,1.087205,0.1778538,-0.09624149,1.083901,0.1613162,-0.09845906,1.118762,0.1622928,-0.08172328,1.102429,0.1643311,-0.06802718,1.066301,0.1551723,-0.07006957,1.088381,0.160224,-0.1053448,1.093879,0.1825094
157,-0.1531645,0.8798982,-0.001141285,-0.2293128,0.8041153,-0.004235074,-0.06806317,0.820931,-0.02998198,-0.1634787,0.9811869,0.0004135382,-0.2597099,0.4469624,0.2572986,0.07015105,0.4702395,0.2041014,-0.1677593,1.08055,0.01109174,-0.3657865,0.0872972,0.01717031,0.2053517,0.09096664,0.01398147,-0.1659399,1.170341,0.03607871,-0.3698727,1.323223E-05,0.1242002,0.2078777,0.002346456,0.1199563,-0.2020451,1.272651,0.09009136,-0.1508351,1.320824,0.1107149,-0.1135708,1.275094,0.06726459,-0.3097841,1.266401,0.08015019,-0.1362129,1.390821,0.1772049,-0.03155637,1.279502,-0.003451748,-0.423522,1.016004,0.1235097,0.09490332,1.068121,-0.1332255,-0.1567174,1.104046,0.1597911,-0.05261144,1.096846,0.1069133,-0.06412031,1.106302,0.1757964,-0.06885237,1.094163,0.1954373,-0.09425939,1.066142,0.2113649,-0.07904946,1.081551,0.2056056,-0.1219219,1.108425,0.1411929,-0.06348398,1.108504,0.1995387,-0.04707243,1.091758,0.2019412,-0.03227112,1.057609,0.1846466,-0.03798885,1.075895,0.19626,-0.07853895,1.110117,0.1338601,-0.06349824,1.077548,0.1525194,-0.06822067,1.065407,0.1721632,-0.09456523,1.036716,0.1906293,-0.07851986,1.057071,0.1857887,-0.08557495,1.087642,0.1407928,-0.09219553,1.086526,0.1916867,-0.07578395,1.069781,0.1940892,-0.06020663,1.036226,0.1770068,-0.06421158,1.055823,0.1890887,-0.1020736,1.094226,0.1646556,-0.0898384,1.087034,0.1471843,-0.09548505,1.075226,0.166641,-0.1139738,1.043705,0.1866982,-0.1057842,1.06689,0.1802665,-0.08330107,1.062202,0.1635122,-0.08390171,1.095663,0.1659966,-0.06719919,1.079239,0.1674977,-0.05409542,1.042958,0.1580772,-0.05580226,1.065087,0.1630408,-0.09013975,1.070971,0.1866525
158,-0.1479031,0.8699233,-0.008949421,-0.2275614,0.7979831,-0.01445824,-0.06532332,0.8074028,-0.03763581,-0.153345,0.9715515,-0.005739832,-0.2648902,0.4490113,0.2570327,0.07102744,0.4634169,0.2072415,-0.1521291,1.070662,0.007714882,-0.3647376,0.08729881,0.01730888,0.2090081,0.08723295,0.01302632,-0.144355,1.15937,0.03529222,-0.3698792,1.114607E-05,0.1242902,0.2077643,-5.573034E-05,0.1201231,-0.1721703,1.262328,0.09286097,-0.1173029,1.305929,0.1142385,-0.08402088,1.258954,0.06892336,-0.2804341,1.264882,0.0886157,-0.09785219,1.373825,0.1816638,-0.001491591,1.25993,-0.001323134,-0.4020162,1.022148,0.1503672,0.1264564,1.042802,-0.1196436,-0.1268535,1.085932,0.1720338,-0.0229866,1.068231,0.1196732,-0.0338359,1.083117,0.1852737,-0.03871838,1.073038,0.206012,-0.06539936,1.048289,0.2249856,-0.04939364,1.062066,0.2175054,-0.09247372,1.086305,0.1521923,-0.02978534,1.086336,0.2116492,-0.01283206,1.070201,0.2144353,0.002053872,1.035242,0.1989223,-0.003601372,1.054184,0.2094646,-0.04796225,1.082813,0.1468408,-0.03589739,1.052526,0.1645635,-0.04077026,1.042444,0.1853047,-0.06834747,1.017308,0.2068896,-0.05114871,1.036022,0.1998737,-0.05762573,1.063097,0.152609,-0.05823103,1.063176,0.2068063,-0.04127776,1.047041,0.2095925,-0.02562299,1.012708,0.1942103,-0.02958127,1.033032,0.2050415,-0.06957875,1.068655,0.1798109,-0.06170779,1.063328,0.1591421,-0.06748628,1.053625,0.179693,-0.08736562,1.025267,0.2028948,-0.07786474,1.047203,0.1942621,-0.05630702,1.039571,0.1773744,-0.05140927,1.070613,0.1801529,-0.03421663,1.054739,0.1820038,-0.0205965,1.018188,0.1745709,-0.02266458,1.040572,0.1780169,-0.05599554,1.047348,0.2028027
159,-0.1409901,0.8742072,-0.01158138,-0.2227004,0.8049152,-0.02013884,-0.05963197,0.8093332,-0.03847663,-0.1432872,0.975924,-0.007504895,-0.2705032,0.4557012,0.2493914,0.07164386,0.4636723,0.2068149,-0.1387791,1.074937,0.005967455,-0.3640049,0.087291,0.01743386,0.209601,0.08729452,0.01295875,-0.1275787,1.163433,0.03304329,-0.3699242,3.576279E-06,0.1243753,0.207601,8.285046E-06,0.120046,-0.1506439,1.268211,0.08941436,-0.09383799,1.309567,0.1101811,-0.06278367,1.260614,0.06538177,-0.2587076,1.276445,0.089588,-0.07197487,1.377839,0.176478,0.02035761,1.257345,-0.004069304,-0.3786286,1.04052,0.1760368,0.1563984,1.034229,-0.1001273,-0.1002472,1.091484,0.1886363,0.005126774,1.066639,0.1371885,-0.007049784,1.087237,0.2001123,-0.0117058,1.079259,0.2217959,-0.03857833,1.057142,0.2435464,-0.02239378,1.069705,0.234482,-0.06634942,1.089038,0.1681241,-0.0008126646,1.093501,0.2270591,0.01675591,1.078313,0.2310786,0.03263895,1.042524,0.2187805,0.02647658,1.06221,0.2275221,-0.01991068,1.082969,0.1632842,-0.01041394,1.054937,0.1823823,-0.01506041,1.046956,0.2040688,-0.04277696,1.02472,0.2284736,-0.02525789,1.042206,0.2193875,-0.03213066,1.064978,0.169959,-0.0284785,1.069013,0.2250803,-0.01090993,1.053824,0.2290998,0.005720839,1.018697,0.216855,0.001208887,1.039844,0.2257148,-0.04045792,1.071404,0.1979083,-0.03604923,1.065928,0.1765271,-0.04159515,1.058333,0.1980082,-0.06166614,1.032819,0.2241593,-0.05179261,1.053583,0.213327,-0.03085151,1.04381,0.1967698,-0.0223679,1.074009,0.1976951,-0.004584879,1.058996,0.2007537,0.01022337,1.022378,0.1966765,0.007404596,1.04491,0.1979483,-0.02573855,1.052953,0.2226066
160,-0.1322436,0.8890395,-0.0113328,-0.2154881,0.822265,-0.02408909,-0.05171993,0.8220342,-0.0353614,-0.131756,0.9907399,-0.006334271,-0.2757594,0.466386,0.2339797,0.07257566,0.4671609,0.2002191,-0.1244157,1.089751,0.005840294,-0.3635006,0.08728462,0.01751594,0.2100106,0.08728808,0.01291993,-0.1103896,1.178452,0.03085406,-0.3699548,-3.159046E-06,0.1244261,0.2075676,1.788139E-06,0.1199981,-0.1295848,1.285954,0.08341833,-0.07129578,1.32582,0.1029512,-0.04201432,1.274171,0.06002434,-0.2370335,1.29962,0.08710568,-0.04778492,1.395742,0.1669233,0.04195701,1.265561,-0.007955763,-0.3503726,1.071939,0.200378,0.1864227,1.037096,-0.07465252,-0.07025667,1.112913,0.2107978,0.03605327,1.083225,0.1609603,0.022985,1.108576,0.2218736,0.01843409,1.102764,0.2442569,-0.008501187,1.083172,0.2682371,0.007749438,1.094603,0.2578836,-0.03658274,1.108083,0.1903398,0.0292342,1.119386,0.2474444,0.04743831,1.105466,0.2529528,0.06478176,1.069248,0.244477,0.05781922,1.089491,0.2510858,0.01042174,1.101227,0.1853213,0.01906575,1.074777,0.2073379,0.01452446,1.068962,0.2297244,-0.01323164,1.049517,0.2563648,0.004412815,1.065828,0.2455086,-0.00264214,1.083867,0.1941881,0.002619699,1.093698,0.2483242,0.02082381,1.079777,0.2538326,0.03888656,1.044254,0.245333,0.03351174,1.066029,0.2518892,-0.009524539,1.092633,0.221141,-0.006487831,1.08549,0.2006669,-0.01192572,1.080051,0.2228194,-0.03206056,1.057411,0.2514494,-0.02203737,1.076917,0.2386037,-0.001370609,1.065339,0.2228871,0.00843896,1.09595,0.2205158,0.02684726,1.082109,0.2250483,0.04317445,1.045914,0.2248425,0.03941204,1.068313,0.2236935,0.006027296,1.077593,0.2475798
161,-0.1253737,0.904353,-0.009725157,-0.2093249,0.8392765,-0.02610901,-0.04528209,0.8359867,-0.03123156,-0.1231542,1.005988,-0.003928768,-0.2793618,0.4757336,0.218459,0.073695,0.4715259,0.1921416,-0.1139937,1.105015,0.006797131,-0.3632641,0.08731896,0.01754206,0.2098553,0.08731997,0.01292451,-0.09823924,1.193982,0.02974841,-0.3699384,3.415346E-05,0.124441,0.2075985,3.284216E-05,0.120006,-0.1151394,1.303659,0.07846864,-0.05602033,1.342752,0.09704775,-0.02773514,1.288965,0.05612325,-0.2219601,1.321198,0.0836944,-0.03176837,1.414285,0.1589275,0.05715312,1.27624,-0.01004811,-0.328861,1.100216,0.2150491,0.2059472,1.044974,-0.05354007,-0.04805893,1.13434,0.2304781,0.05863634,1.103124,0.1813439,0.04506642,1.130341,0.2426091,0.04030254,1.125974,0.2652751,0.01307987,1.108046,0.2902124,0.02946787,1.118734,0.2792976,-0.0142375,1.128092,0.2106572,0.05027898,1.144812,0.2651645,0.06895363,1.13196,0.2716151,0.08760621,1.095896,0.2656305,0.07990478,1.116278,0.2708437,0.03230709,1.121809,0.2044125,0.04111619,1.095706,0.2302053,0.03636186,1.091338,0.2528745,0.008296847,1.073726,0.2804505,0.02610475,1.089248,0.2687375,0.01956011,1.104033,0.2163207,0.02459832,1.118304,0.2677782,0.04327293,1.105452,0.2742288,0.06261957,1.070104,0.2681736,0.05645016,1.092068,0.2732309,0.01257817,1.114959,0.2407251,0.01566781,1.106077,0.2226507,0.0100206,1.102072,0.2450548,-0.0104546,1.081368,0.2748839,-0.000236541,1.099983,0.2609179,0.02050823,1.087352,0.2461432,0.03041318,1.118868,0.2398835,0.0492918,1.106037,0.2453553,0.0669042,1.07052,0.2476196,0.06234604,1.092641,0.2449477,0.02858207,1.102318,0.2681327
162,-0.1091622,0.938038,-0.004105744,-0.1934415,0.8758751,-0.02827096,-0.02971875,0.8673953,-0.01990091,-0.1042862,1.039476,0.00328876,-0.2860363,0.4948538,0.1794093,0.07840426,0.4822213,0.1720185,-0.09183937,1.138482,0.0102413,-0.3630321,0.08724111,0.01755592,0.2089342,0.08730769,0.01302852,-0.07323428,1.228031,0.02826757,-0.369997,-1.2815E-05,0.1244615,0.2076162,2.157688E-05,0.1201266,-0.08665664,1.341908,0.06751135,-0.02640973,1.379951,0.08458669,0.0005785748,1.321904,0.04894831,-0.1919372,1.366955,0.07336447,-0.001591355,1.455039,0.1418588,0.08847129,1.301302,-0.01102683,-0.2823771,1.162078,0.2387764,0.239605,1.067612,-0.003099628,-0.003133938,1.179005,0.2833749,0.1051528,1.150669,0.2320101,0.08909807,1.175841,0.3012279,0.08300197,1.173947,0.3239162,0.05420153,1.158929,0.3490035,0.07130475,1.168304,0.3379794,0.03168826,1.170498,0.2663209,0.09197165,1.198596,0.311777,0.1116966,1.188186,0.3193969,0.1337198,1.15366,0.3166901,0.12408,1.173603,0.3200519,0.07692644,1.168738,0.2532529,0.08546765,1.1401,0.2923728,0.07938091,1.138204,0.3150651,0.04959287,1.123788,0.3426892,0.06821403,1.137876,0.3304406,0.06483315,1.147007,0.2764575,0.0688659,1.170113,0.3166569,0.08859083,1.159703,0.3242769,0.1112386,1.125947,0.3214382,0.1029771,1.147588,0.3245087,0.0575192,1.163278,0.2899722,0.06061018,1.149736,0.2822983,0.05365124,1.148179,0.3046371,0.03127682,1.130888,0.3352658,0.04248434,1.14785,0.3200126,0.0638921,1.133605,0.3078906,0.07491662,1.168767,0.2888392,0.09485383,1.158309,0.295483,0.115697,1.124955,0.3009408,0.1091122,1.146224,0.2963037,0.07432902,1.154669,0.3184399
163,-0.0980117,0.9552388,0.0001149288,-0.1819316,0.8943889,-0.02827391,-0.01894616,0.8834615,-0.01204247,-0.09200664,1.056576,0.008040967,-0.2882878,0.5044115,0.1547237,0.08350998,0.4881291,0.1614445,-0.07781151,1.155491,0.01249029,-0.3627329,0.08736968,0.01758504,0.2085482,0.08734757,0.01307925,-0.05791906,1.245319,0.0274995,-0.3699559,4.392862E-05,0.124415,0.2077203,6.055832E-05,0.1201815,-0.07006413,1.361261,0.06064034,-0.009526432,1.398983,0.07739323,0.01720109,1.338721,0.04542688,-0.1744196,1.390127,0.0653551,0.0150622,1.476024,0.1321155,0.1076008,1.314343,-0.009164818,-0.2535389,1.197249,0.2498904,0.2555153,1.082257,0.03293505,0.02009097,1.20156,0.3231053,0.131322,1.178242,0.2687641,0.1111041,1.198638,0.3464198,0.1036896,1.197838,0.368778,0.07335171,1.184185,0.3928112,0.09114812,1.192929,0.3823815,0.05576223,1.192049,0.3085148,0.1145588,1.226562,0.347617,0.1348501,1.217556,0.3555331,0.1590392,1.18446,0.353551,0.1481293,1.203803,0.3565124,0.1018555,1.194833,0.2895236,0.1076672,1.162549,0.3390205,0.1002617,1.161747,0.3613835,0.0687968,1.148819,0.3878613,0.08822213,1.162204,0.3760821,0.08805092,1.168841,0.3216313,0.09327358,1.196752,0.352845,0.1135649,1.187746,0.3607609,0.1383293,1.155456,0.3586376,0.1286891,1.176577,0.3612873,0.08257352,1.188764,0.3262133,0.08352232,1.171866,0.3270848,0.0752697,1.171391,0.349029,0.05100583,1.155685,0.3790666,0.06323002,1.171848,0.3637277,0.08517253,1.156919,0.353539,0.0995951,1.195328,0.3250914,0.1201082,1.186273,0.3320336,0.1429872,1.154407,0.3381877,0.1350986,1.175133,0.3331472,0.09969318,1.181719,0.3549252
164,-0.08270488,0.9717139,0.005651015,-0.1659231,0.9121883,-0.0272522,-0.004435241,0.8983797,-0.001211679,-0.07525575,1.072987,0.01316025,-0.2887627,0.5156163,0.1293463,0.09048804,0.4933132,0.1530394,-0.05875427,1.171636,0.01434907,-0.3612463,0.09019649,0.01963285,0.2084582,0.08741421,0.0130333,-0.03741835,1.261675,0.02565979,-0.3701756,0.0004500747,0.1243058,0.207723,0.0001319647,0.12014,-0.0484619,1.379724,0.05077589,0.01206932,1.417248,0.06799142,0.03888377,1.354541,0.04122157,-0.1517154,1.412611,0.05244012,0.03586221,1.496395,0.1199906,0.1330833,1.326422,-0.004411586,-0.2161605,1.23981,0.2610115,0.2697393,1.102978,0.089997,0.04039978,1.225837,0.3803171,0.1584118,1.210615,0.3272159,0.1285618,1.222265,0.4127238,0.1189497,1.222575,0.4342417,0.08607668,1.210541,0.455664,0.1050129,1.218494,0.4467137,0.07711851,1.215046,0.3697771,0.1363692,1.256777,0.4060625,0.1571246,1.249279,0.4143384,0.1838183,1.218152,0.4126175,0.1713972,1.236574,0.4154945,0.1273375,1.224708,0.3474712,0.1250618,1.185956,0.4065222,0.1154582,1.186265,0.4280457,0.08123793,1.175082,0.4517554,0.1020332,1.187583,0.441434,0.1074144,1.191844,0.3870111,0.1173317,1.225378,0.4106088,0.1380871,1.217879,0.4188849,0.1652953,1.187601,0.417041,0.1540101,1.207897,0.4196468,0.107827,1.216841,0.3836956,0.1024366,1.195186,0.3918537,0.09203913,1.195819,0.4128626,0.06456675,1.181883,0.440947,0.07861418,1.197136,0.4262508,0.1011164,1.181377,0.4189379,0.1243139,1.2247,0.3829856,0.1453143,1.217177,0.3902925,0.1704401,1.187102,0.3966871,0.1610895,1.207209,0.3916389,0.1248421,1.210862,0.4127098
165,-0.07178172,0.9792861,0.00935743,-0.1545477,0.9204575,-0.02585874,0.005573638,0.9047189,0.00670761,-0.06309444,1.080548,0.01558297,-0.2886733,0.5240239,0.1215617,0.09388831,0.4949935,0.1523387,-0.04484852,1.178891,0.01453182,-0.3603206,0.09533781,0.02477422,0.2079965,0.08780366,0.01288107,-0.02251093,1.268963,0.02337832,-0.3703086,9.202957E-05,0.1243688,0.2075923,0.0005851984,0.1200415,-0.03285822,1.388145,0.04278408,0.02746628,1.42564,0.06077283,0.05443008,1.361467,0.03791265,-0.1353921,1.423227,0.04150268,0.05050904,1.505998,0.1112305,0.1513163,1.33138,-0.0002246909,-0.1901687,1.268091,0.2661071,0.2746524,1.119927,0.1324047,0.04585725,1.241926,0.4205721,0.1701479,1.231555,0.3708797,0.1308049,1.237151,0.4605294,0.1193942,1.238179,0.4811266,0.08452477,1.227383,0.499887,0.1043451,1.234701,0.4924349,0.08307257,1.230077,0.4134709,0.1440443,1.275175,0.4499333,0.164906,1.268467,0.4586113,0.1930288,1.238618,0.4570325,0.1797106,1.256402,0.459912,0.1379628,1.243843,0.3905678,0.1269726,1.200795,0.4548267,0.1155698,1.201821,0.4754303,0.07918288,1.191959,0.4963344,0.1010825,1.203749,0.4875798,0.11121,1.206616,0.4337451,0.126353,1.242867,0.4534263,0.1472146,1.236159,0.4621044,0.1758155,1.207183,0.4604311,0.1635528,1.226894,0.4631023,0.1179277,1.234419,0.4261282,0.1059177,1.21018,0.4380679,0.0937762,1.211535,0.4580835,0.06366883,1.198874,0.4839858,0.07928878,1.213464,0.4702331,0.1019475,1.197041,0.4652262,0.134051,1.243027,0.4259861,0.1551827,1.236325,0.4337013,0.1814878,1.207301,0.440212,0.171358,1.227057,0.43528,0.1344634,1.228668,0.4554639
166,-0.0522121,0.985287,0.01647741,-0.1347003,0.9272509,-0.02065357,0.02275119,0.9084544,0.02180634,-0.04066241,1.086435,0.01842667,-0.2861328,0.5338771,0.117937,0.09862237,0.4941365,0.1613303,-0.0195028,1.184087,0.01376046,-0.3552161,0.1022511,0.0330874,0.2088629,0.08877778,0.01366861,0.004492428,1.274043,0.01847645,-0.3706438,2.008677E-05,0.1247464,0.2075309,0.0004246831,0.1198878,-0.004482117,1.394542,0.02784344,0.05523223,1.432279,0.0473012,0.08229221,1.366054,0.03149673,-0.105911,1.4321,0.02097357,0.07678314,1.514344,0.09562592,0.1830487,1.333813,0.007931895,-0.1457727,1.312866,0.2693875,0.272707,1.156841,0.2032707,0.03987138,1.274252,0.4798574,0.1733671,1.266478,0.4448565,0.116084,1.266511,0.5343292,0.1013369,1.26902,0.5525428,0.06313337,1.26094,0.5651755,0.08436048,1.266846,0.561117,0.07695915,1.2601,0.4798217,0.1399541,1.30525,0.5236847,0.1606535,1.299492,0.533374,0.1906565,1.271503,0.5324439,0.1760914,1.288312,0.535142,0.1393674,1.275985,0.4629712,0.1110889,1.230212,0.5291861,0.0963484,1.232719,0.5474074,0.05633649,1.225744,0.5618514,0.08010794,1.235943,0.5567385,0.09963544,1.236002,0.505478,0.1241724,1.271807,0.5249276,0.1448719,1.266049,0.5346168,0.1753014,1.238965,0.5336531,0.1616778,1.257768,0.5362771,0.117917,1.26395,0.4968799,0.09389779,1.240027,0.5086831,0.07855411,1.242879,0.526185,0.04366929,1.232976,0.5467439,0.06231358,1.246102,0.5355158,0.08445032,1.22827,0.5351121,0.1334426,1.273526,0.4980323,0.1544673,1.267828,0.5067778,0.182132,1.240231,0.5138356,0.171077,1.259511,0.5090072,0.1330332,1.258062,0.5269452
167,-0.0372757,0.983638,0.02330067,-0.1199408,0.9256729,-0.01354654,0.03565622,0.9055265,0.03473198,-0.02340683,1.084479,0.02068401,-0.2835218,0.5365552,0.1232405,0.1021005,0.48959,0.1742477,-0.0007071123,1.181646,0.01369678,-0.3496859,0.1046256,0.03761255,0.2088768,0.0884555,0.0131189,0.02416464,1.271469,0.01549875,-0.3709938,9.059906E-06,0.1253161,0.2075413,0.0007070899,0.1198385,0.0161738,1.392383,0.0175473,0.07528739,1.430629,0.03782886,0.1023103,1.363364,0.02719698,-0.08467156,1.430564,0.006683061,0.09541941,1.513737,0.08496697,0.2049468,1.330767,0.0149577,-0.1171269,1.338626,0.2674686,0.2623754,1.189234,0.2477349,0.02651288,1.301401,0.5087862,0.1604843,1.289942,0.4921288,0.09329872,1.291496,0.5741851,0.07620147,1.295418,0.589927,0.03615138,1.289831,0.5969381,0.05805065,1.294451,0.5959318,0.06231925,1.285296,0.5146472,0.1216002,1.325485,0.569964,0.1420132,1.320347,0.5805665,0.1731651,1.293627,0.5805672,0.1577962,1.309764,0.5828783,0.125258,1.297639,0.5086928,0.08702129,1.255359,0.5693145,0.06992927,1.259279,0.5850651,0.02789082,1.254954,0.5935683,0.05270628,1.263686,0.5917852,0.07953742,1.260926,0.5440207,0.107183,1.29141,0.5696963,0.127596,1.286272,0.580299,0.1591375,1.260473,0.5803069,0.1446287,1.278643,0.5826339,0.1026652,1.28396,0.5412074,0.07363343,1.265361,0.5462282,0.05607158,1.269632,0.5611687,0.01802606,1.262324,0.5765574,0.03884872,1.274039,0.5678889,0.05973333,1.255048,0.5712565,0.1177016,1.294128,0.5433484,0.1384838,1.289086,0.5530265,0.1668881,1.262476,0.5608925,0.1552938,1.281399,0.555919,0.1164972,1.277992,0.5718693
168,-0.02173629,0.9768394,0.03131412,-0.1048153,0.9185438,-0.004050933,0.04921027,0.898044,0.04889255,-0.005622167,1.077056,0.02323884,-0.2812908,0.5354393,0.1336786,0.1071025,0.4818642,0.1914603,0.01795208,1.173837,0.0141284,-0.3439104,0.104636,0.0400831,0.2104203,0.0873158,0.01277166,0.04338849,1.263514,0.0130506,-0.3715213,2.622604E-06,0.1259905,0.2075909,4.49419E-05,0.1198528,0.03643913,1.384398,0.007846851,0.0949211,1.423345,0.02861798,0.1217726,1.355402,0.02308484,-0.0639708,1.422425,-0.006896794,0.1133014,1.507407,0.07477091,0.2253098,1.323371,0.02230087,-0.09629059,1.355413,0.261394,0.2451113,1.222738,0.2811368,0.009748518,1.328382,0.5226931,0.1360522,1.309433,0.5277994,0.06445037,1.316642,0.598227,0.04541093,1.322337,0.6108987,0.004456654,1.319746,0.6115466,0.02651724,1.322837,0.6139365,0.04290713,1.310152,0.534692,0.09152087,1.342543,0.6036564,0.1115764,1.338303,0.6152884,0.1439244,1.313089,0.616796,0.1277043,1.328463,0.618374,0.09968494,1.315336,0.5425333,0.05640495,1.280843,0.593461,0.03736901,1.286536,0.6061422,-0.005687088,1.285397,0.6079063,0.01966786,1.29236,0.6098788,0.05344098,1.285879,0.567143,0.07877816,1.307826,0.6024787,0.09883364,1.303586,0.6141109,0.1315262,1.279311,0.6156501,0.1160661,1.296756,0.6172985,0.07610902,1.300372,0.5737587,0.04760132,1.290787,0.5682445,0.02825658,1.296829,0.5800409,-0.01217395,1.292724,0.5893258,0.0105553,1.302652,0.5837777,0.02920419,1.282449,0.591004,0.09051184,1.311226,0.5767296,0.1109791,1.307105,0.5874583,0.140172,1.281816,0.5966771,0.1279632,1.300203,0.5911908,0.0885959,1.294849,0.6050745
